n_replicates,pr_auc_median,pr_auc_lcl,pr_auc_ucl,pr_auc_q95,roc_auc_median,roc_auc_lcl,roc_auc_ucl,roc_auc_q95,precision_median,precision_lcl,precision_ucl,precision_q95,sensitivity_median,sensitivity_lcl,sensitivity_ucl,sensitivity_q95,features,n_fields,method,rank
100,0.00896056414797657,0.004857173176457317,0.01638133714541669,0.015346694824909031,0.581021822349671,0.49552805336230277,0.6492304537450944,0.6384213468861596,0.004950138483586168,0.0036756856616059932,0.006344654088050314,0.006221146361349687,1.0,1.0,1.0,1.0,BMI + 术前-丙氨酸氨基转移酶 + 术前-超敏促甲状腺素,3,linear,1
100,0.00880179047857648,0.0046499772931185325,0.016236036154879355,0.014661466756924356,0.5858648351524192,0.5151743055113858,0.6511449728643864,0.6411964570796993,0.004946044165440972,0.00359553658211503,0.006355246386003838,0.0062230788748291205,1.0,1.0,1.0,1.0,BMI + 术前-天门冬氨酸氨基转移酶 + 术前-超敏促甲状腺素,3,linear,2
100,0.008480233935471171,0.004651053570585247,0.018151132176747287,0.016264550752717585,0.5673449204435578,0.48856522191696006,0.6377768452746455,0.6309875275317985,0.004908890262092044,0.003620487255577318,0.006307396698121377,0.006125827854473117,1.0,1.0,1.0,1.0,BMI + 术前-前白蛋白 + 术前-超敏促甲状腺素,3,linear,3
100,0.007102255039011165,0.004821664677042432,0.022251155083532873,0.020350702082620395,0.5663415389863317,0.49575671049865716,0.6529292457839956,0.6301457328468977,0.004943449956577645,0.0036703875927032044,0.006352925977025332,0.00621903042402451,1.0,1.0,1.0,1.0,BMI + 术前-天门冬氨酸氨基转移酶 + 术前-游离甲状腺素,3,linear,4
100,0.006845301625295545,0.00454737922777118,0.011104560767429108,0.011010269381778758,0.5728414563264286,0.5137386464558027,0.6446833567439145,0.6340879252725515,0.004945302407367794,0.0036703875927032044,0.00635394268246398,0.006216481896717302,1.0,1.0,1.0,1.0,BMI + 术前-前白蛋白 + 术前-天门冬氨酸氨基转移酶,3,linear,5
100,0.005918866074342196,0.00408105568723584,0.016084346596316537,0.012926576451305882,0.5154637384940399,0.4145839482496805,0.6018147263661835,0.5966919110767063,0.004908890262092044,0.0036185528857200114,0.006304653221597595,0.00612486865972738,1.0,1.0,1.0,1.0,BMI + 术前-前白蛋白 + 术前-超敏促甲状腺素,3,scm,6
100,0.0054640068883087655,0.0035746831606059026,0.008359471308097523,0.007904354116110662,0.513718944630723,0.3947256677407487,0.6242895978716811,0.6078015890570293,0.004915471039932451,0.0036260362026745148,0.006304653221597595,0.00612486865972738,1.0,1.0,1.0,1.0,BMI + 术前-丙氨酸氨基转移酶 + 术前-超敏促甲状腺素,3,scm,7
100,0.005118173964105504,0.003041033991179041,0.009414447820039005,0.009171057596643273,0.5159194292967021,0.3609290025877417,0.6116236818968692,0.6030387671184656,0.004908890262092044,0.0036185528857200114,0.006304653221597595,0.00612486865972738,1.0,1.0,1.0,1.0,BMI + 术前-前白蛋白 + 术前-天门冬氨酸氨基转移酶,3,scm,8
100,0.005078109677971209,0.00302761414880246,0.009576676433652651,0.009362692055637946,0.49609749598613906,0.3527861478401275,0.6069336519781596,0.6002937306360376,0.004908890262092044,0.0036185528857200114,0.006304653221597595,0.00612486865972738,1.0,1.0,1.0,1.0,BMI + 术前-天门冬氨酸氨基转移酶 + 术前-超敏促甲状腺素,3,scm,9
100,0.005068740068340265,0.0030047637946483004,0.009154400871910327,0.008676682234179363,0.4909265467975442,0.3616699740097759,0.6048335243786875,0.589132654778214,0.004908890262092044,0.0036185528857200114,0.006304653221597595,0.00612486865972738,1.0,1.0,1.0,1.0,BMI + 术前-天门冬氨酸氨基转移酶 + 术前-游离甲状腺素,3,scm,10
