feature,PC1,PC2,abs_PC1_loading
术前-游离三碘甲状腺原氨酸,0.7077363200025102,-0.04500381637141879,0.7077363200025102
术前-超敏促甲状腺素,-0.7059399164270475,-0.08394470711277473,0.7059399164270475
术前-丙氨酸氨基转移酶,-0.027534264912605525,0.9954536366198868,0.027534264912605525
