n_replicates,pr_auc_median,pr_auc_lcl,pr_auc_ucl,pr_auc_q95,roc_auc_median,roc_auc_lcl,roc_auc_ucl,roc_auc_q95,precision_median,precision_lcl,precision_ucl,precision_q95,sensitivity_median,sensitivity_lcl,sensitivity_ucl,sensitivity_q95,features,n_fields,method,rank
20,0.0035248679265638626,0.0011385480628588027,0.013401873825022092,0.013259805841790902,0.7262657684730709,0.4776401084247705,0.9273964929716902,0.922764207881003,0.0007492327479434412,0.0004506604953842351,0.0011321615961641764,0.0010614965497182194,1.0,1.0,1.0,1.0,术前-肌酐 + 术前-超敏促甲状腺素,2,linear,1
20,0.003523896008802532,0.001366325842178607,0.036545507073349526,0.03319117482673788,0.7273628835687336,0.4794183430149168,0.929196687086022,0.9250650631881657,0.0007473295075602871,0.00044928142565623606,0.001130049556990539,0.001058717525153927,1.0,1.0,1.0,1.0,术前-肌酐 + 术前-游离甲状腺素,2,linear,2
20,0.003518498699942842,0.001365795376636434,0.0365347199421131,0.03317172168204603,0.7272435473638519,0.47922396057444067,0.9290919826951167,0.9249874910795509,0.0007454343189847645,0.0004474811035309178,0.0011286319843186758,0.0010585825182327971,1.0,1.0,1.0,1.0,术前-肌酐 + 术前-游离甲状腺素,2,scm,3
20,0.003514144216577243,0.0011421205198960443,0.014833453463006456,0.013676227976210072,0.7262956303493717,0.4774184629141566,0.9273866052212006,0.9227632661904802,0.0007454343189847645,0.0004474811035309178,0.0011286319843186758,0.0010585825182327971,1.0,1.0,1.0,1.0,术前-肌酐 + 术前-超敏促甲状腺素,2,scm,4
20,0.0033675902380752246,0.0012658934610247725,0.005563610682386219,0.005281381321883743,0.7181164813516312,0.47616612655981067,0.8718303846366952,0.8713012187115926,0.0007454343189847645,0.0004474811035309178,0.0011286319843186758,0.0010585825182327971,1.0,1.0,1.0,1.0,术前-肌酐 + 术前-游离三碘甲状腺原氨酸,2,scm,5
20,0.003326538376142744,0.0012658656393671622,0.005514524358391771,0.005301711396948173,0.7181910859572385,0.4771913547045324,0.8677331916106436,0.8630693794759688,0.0007473295075602871,0.0004490826809583981,0.001129932077187341,0.001059564079355928,1.0,1.0,1.0,1.0,术前-肌酐 + 术前-游离三碘甲状腺原氨酸,2,linear,6
20,0.002197857268513566,0.0005120413277878605,0.005926828622668443,0.00532467382665494,0.622955848076616,0.40356524871808663,0.7881996668978108,0.7842034282367453,0.0007454343189847645,0.0004474811035309178,0.0011286319843186758,0.0010585825182327971,1.0,1.0,1.0,1.0,BMI + 术前-肌酐,2,scm,7
20,0.0021303223420204623,0.0005098527893040974,0.006004665953835369,0.00509465017780485,0.6217584021350475,0.4006283896747705,0.7816628532783289,0.7793112116373512,0.0007468836059801563,0.00044827742155936567,0.0011291982480512454,0.0010586364481120895,1.0,1.0,1.0,1.0,BMI + 术前-肌酐,2,linear,8
20,0.0019651164720867584,0.0006693222883425548,0.0036272555205955656,0.003306958351145212,0.6891054044796138,0.45845084579388984,0.8065109028982228,0.7876660005530001,0.0007587039418759449,0.0004505402091005402,0.0011410832577000685,0.001081686323323307,1.0,1.0,1.0,1.0,术前-肌酐 + 术前-天门冬氨酸氨基转移酶,2,linear,9
20,0.001951291450655318,0.0006375514718592457,0.003521787237369572,0.003158278503193888,0.6850433557577005,0.4508574588532702,0.8013211526699008,0.7788595338042212,0.0007454343189847645,0.0004474811035309178,0.0011286319843186758,0.0010585825182327971,1.0,1.0,1.0,1.0,术前-肌酐 + 术前-天门冬氨酸氨基转移酶,2,scm,10
20,0.0016772578460371303,0.0004729399587350437,0.005187463091714552,0.0049094713692203465,0.5702153157844245,0.2627748851240287,0.7062267551466708,0.687919580390284,0.0007471061734044535,0.00044848149776805115,0.0011294817622411308,0.0010586634494635073,1.0,1.0,1.0,1.0,年龄 + 术前-肌酐,2,linear,11
20,0.0016263484568892219,0.00047309624220012833,0.005119910390959408,0.005022903172985429,0.564696925795634,0.25847498645771066,0.7034101720584169,0.6848218355411441,0.0007454343189847645,0.0004474811035309178,0.0011286319843186758,0.0010585825182327971,1.0,1.0,1.0,1.0,年龄 + 术前-肌酐,2,scm,12
